n_pairs,mean_diff,median_diff,std_diff,cohen_dz,cliffs_delta,rank_biserial,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,bootstrap_ci95_low,bootstrap_ci95_high,normality_stat,normality_p,normality_test,comparison,model_key,architecture,train_setting,test_file,condition,metric,mean_noisy,mean_clean,retention_rate,absolute_degradation,relative_degradation,negative_mean_diff_means,metric_direction,paired_t_p_holm,wilcoxon_p_holm
500,-0.1413333333333333,0.0,0.16489505984571837,-0.857110779823057,-0.424,-1.0,-19.165579679322104,9.18817205313749e-62,0.0,5.029584442251403e-48,-0.15535000000000002,-0.12733333333333333,0.6280865590099662,1.8634423638640258e-31,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_recall@1,0.192,0.33333333333333326,0.5760000000000002,0.14133333333333326,0.4239999999999999,performance degradation under noise for higher-is-better metrics,higher_is_better,2.26947849712496e-59,1.2020706816980854e-45
500,-0.4000000000000001,-0.33333333333333337,0.19225715726059395,-2.0805467307405476,-0.914,-1.0,-46.522439203008155,1.3482720896047679e-183,0.0,7.477094126262195e-84,-0.41666666666666674,-0.38266666666666677,0.7439037668183623,4.484840464673891e-27,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_precision@3,0.6,1.0,0.6,0.4,0.4,performance degradation under noise for higher-is-better metrics,higher_is_better,4.867262243473212e-181,2.6992309795806527e-81
500,-0.4000000000000001,-0.33333333333333337,0.19225715726059395,-2.0805467307405476,-0.914,-1.0,-46.522439203008155,1.3482720896047679e-183,0.0,7.477094126262195e-84,-0.41666666666666674,-0.38266666666666677,0.7439037668183623,4.484840464673891e-27,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_recall@3,0.6,1.0,0.6,0.4,0.4,performance degradation under noise for higher-is-better metrics,higher_is_better,4.867262243473212e-181,2.6992309795806527e-81
500,-0.4,-0.4,0.0,,-1.0,-1.0,-inf,0.0,0.0,9.505397766554096e-111,-0.4,-0.4,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_precision@5,0.5999999999999999,1.0,0.5999999999999999,0.40000000000000013,0.40000000000000013,performance degradation under noise for higher-is-better metrics,higher_is_better,0.0,3.887707686520625e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_recall@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.4,-0.4,0.0,,-1.0,-1.0,-inf,0.0,0.0,9.505397766554096e-111,-0.4,-0.4,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_precision@10,0.5999999999999999,1.0,0.5999999999999999,0.40000000000000013,0.40000000000000013,performance degradation under noise for higher-is-better metrics,higher_is_better,0.0,3.887707686520625e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_recall@10,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.22700000000000004,0.0,0.2685427907446444,-0.8453029007799836,-0.424,-1.0,-18.901547477218035,1.7028521339658612e-60,0.0,1.8890678663418634e-41,-0.25033333333333335,-0.20399166666666677,0.6902502880624303,2.8933457702193497e-29,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_mrr,0.773,1.0,0.773,0.22699999999999998,0.22699999999999998,performance degradation under noise for higher-is-better metrics,higher_is_better,3.933588429461139e-58,3.778135732683727e-39
500,-0.424,0.0,0.49468517953715513,-0.857110779823057,-0.424,-1.0,-19.165579679322104,9.18817205313749e-62,0.0,5.029584442251403e-48,-0.46604999999999996,-0.382,0.6280865590099662,1.8634423638640258e-31,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_hit@1,0.576,1.0,0.576,0.42400000000000004,0.42400000000000004,performance degradation under noise for higher-is-better metrics,higher_is_better,2.26947849712496e-59,1.2020706816980854e-45
500,-0.424,0.0,0.49468517953715513,-0.857110779823057,-0.424,-1.0,-19.165579679322104,9.18817205313749e-62,0.0,5.029584442251403e-48,-0.46604999999999996,-0.382,0.6280865590099662,1.8634423638640258e-31,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@1,0.576,1.0,0.576,0.42400000000000004,0.42400000000000004,performance degradation under noise for higher-is-better metrics,higher_is_better,2.26947849712496e-59,1.2020706816980854e-45
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_hit@3,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.40587711490409106,-0.46927872602275655,0.21288983010445894,-1.906512465649199,-0.914,-1.0,-42.63091473142342,1.8216251292382699e-168,0.0,2.2699835454315082e-77,-0.42426832126962727,-0.38745235949329465,0.9230245092330855,2.5969562507365135e-15,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@3,0.5941228850959089,1.0,0.5941228850959089,0.40587711490409106,0.40587711490409106,performance degradation under noise for higher-is-better metrics,higher_is_better,6.284606695872031e-166,7.786043560830073e-75
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_hit@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.1758110248051301,-0.14707213493934335,0.12397418483854981,-1.4181260803133073,-0.914,-1.0,-31.71026316245882,1.1312060592842864e-121,0.0,7.656247318520423e-77,-0.18658424076541985,-0.16501533949881442,0.8987919585293593,1.1256300624925204e-17,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@5,0.82418897519487,1.0,0.82418897519487,0.17581102480513,0.17581102480513,performance degradation under noise for higher-is-better metrics,higher_is_better,3.4841146625956023e-119,2.5954678409784233e-74
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_hit@10,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.1758110248051301,-0.14707213493934335,0.12397418483854981,-1.4181260803133073,-0.914,-1.0,-31.71026316245882,1.1312060592842864e-121,0.0,7.656247318520423e-77,-0.18658424076541985,-0.16501533949881442,0.8987919585293593,1.1256300624925204e-17,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@10,0.82418897519487,1.0,0.82418897519487,0.17581102480513,0.17581102480513,performance degradation under noise for higher-is-better metrics,higher_is_better,3.4841146625956023e-119,2.5954678409784233e-74
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_mrr,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@1,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@1,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@3,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@3,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@10,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@10,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.06396459033015346,-0.06413991201251337,0.07729265330824313,-0.8275636505200908,-0.479744,-0.7662275449101796,-18.504885782708026,1.3509372163206108e-58,14640.0,7.457317930805958e-50,-0.07071029467903724,-0.05719845255852888,0.9943203547293542,0.05982161301932879,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,rouge1,0.2513705483416178,0.3153351386717712,0.7971536232860702,0.06396459033015339,0.2028463767139298,performance degradation under noise for higher-is-better metrics,higher_is_better,3.0531181088845806e-56,1.8195855751166539e-47
500,-0.03240836614042306,-0.02730668925395091,0.04844623015559627,-0.6689553766378953,-0.444768,-0.6922902879122123,-14.958296960763086,4.6113701684680145e-42,19040.0,8.745434058479683e-41,-0.03666811804369573,-0.02824688109763507,0.9584613829992077,1.1541929851716605e-10,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,rouge2,0.05059790707416362,0.08300627321458667,0.6095672666011472,0.032408366140423056,0.3904327333988528,performance degradation under noise for higher-is-better metrics,higher_is_better,8.438807408296466e-40,1.6966142073450585e-38
500,-0.027473846094220704,-0.026733651469679945,0.045382573065350824,-0.6053831732867684,-0.357136,-0.6225948103792415,-13.53677927903749,8.787385617148109e-36,23635.0,1.6661117496495594e-33,-0.03153390635472326,-0.02357820552096305,0.9811265452529433,4.436285955239858e-06,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,rougeL,0.1621725608046047,0.18964640689882542,0.8551312068418057,0.02747384609422071,0.1448687931581944,performance degradation under noise for higher-is-better metrics,higher_is_better,1.5641546398523635e-33,2.9823400318727114e-31
500,-0.027473846094220704,-0.026733651469679945,0.045382573065350824,-0.6053831732867684,-0.357136,-0.6225948103792415,-13.53677927903749,8.787385617148109e-36,23635.0,1.6661117496495594e-33,-0.03153390635472326,-0.02357820552096305,0.9811265452529433,4.436285955239858e-06,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,rougeLsum,0.1621725608046047,0.18964640689882542,0.8551312068418057,0.02747384609422071,0.1448687931581944,performance degradation under noise for higher-is-better metrics,higher_is_better,1.5641546398523635e-33,2.9823400318727114e-31
500,-0.015487106800079345,-0.013632327318191528,0.016095433659202567,-0.9622050034808841,-0.539488,-0.8514970059880239,-21.515557960736786,3.922497201255398e-73,9300.0,3.8301496375668464e-61,-0.016900333714485165,-0.014121284946799277,0.9820268060614696,7.6099431450395e-06,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,bertscore_f1,0.8224140088558197,0.8379011156558991,0.9815167846053574,0.015487106800079364,0.01848321539464265,performance degradation under noise for higher-is-better metrics,higher_is_better,9.923917919176156e-71,1.0418007014181822e-58
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,entity_f1_ref,0.0,0.0,0.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
0,,,,,,,,,,,,,,,,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,source_supported_entity_rate,,,,,,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,unsupported_entity_rate,0.0,0.0,0.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,lower_is_better,,
500,-0.013198607189164463,0.0,0.09591076880450039,-0.13761340205777967,-0.034,-0.698005698005698,-3.077129216162048,0.002204898515934642,53.0,0.0018259971561328415,-0.021890502703780568,-0.004953202732510009,0.23226484047168805,5.85438752259638e-41,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,number_f1_ref,0.005589635854341736,0.018788243043506198,0.29750710811002035,0.013198607189164463,0.7024928918899797,performance degradation under noise for higher-is-better metrics,higher_is_better,0.19623596791818315,0.15703575542742437
500,-0.0020880952380952374,0.0,0.19195019318499879,-0.010878317981596204,-0.011684,-0.04285714285714286,-0.2432465848770742,0.8079143415102975,301.5,0.8235564925306611,-0.018900833333333332,0.014840773809523805,0.30735087371129777,1.5730294169794275e-39,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,unsupported_number_rate,0.02291190476190476,0.025,0.9164761904761903,0.002088095238095243,0.08352380952380972,performance degradation under noise for higher-is-better metrics,lower_is_better,1.0,1.0
500,-0.007984274347418989,0.0,0.22628420996597437,-0.0352842752422697,-0.028092,-0.030270314480840797,-0.7889803797852792,0.4304981661139398,59282.0,0.5599276413908467,-0.027634595899557024,0.011965518529260635,0.9878319671224879,0.00035225638084596496,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,source_token_support_rate,0.7214813112992352,0.7294655856466543,0.9890546250508292,0.007984274347419107,0.010945374949170814,performance degradation under noise for higher-is-better metrics,higher_is_better,1.0,1.0
500,-0.007890733457065417,0.001565645683292649,0.2106611340548959,-0.037456996956112376,-0.031236,-0.04029746239466885,-0.8375639142687,0.40267663588584296,59622.0,0.43587062597343007,-0.02639678100522642,0.01059960863316666,0.9866979273624612,0.00015787851669565392,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,sentence_support_proxy,0.7384033904774465,0.7462941239345119,0.9894267779900706,0.007890733457065369,0.010573222009929412,performance degradation under noise for higher-is-better metrics,higher_is_better,1.0,1.0
500,-0.00612808983156039,-0.005374411638853216,0.12176435706279241,-0.05032745196856094,-0.0368,-0.04677844311377245,-1.1253560373605787,0.2609791691510678,59695.5,0.3647701899558158,-0.016687723191588084,0.004394957745522369,0.9970159863486998,0.496364543908797,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,distinct_1,0.6339980168776822,0.6401261067092424,0.9904267459687538,0.006128089831560213,0.009573254031246235,performance degradation under noise for higher-is-better metrics,higher_is_better,1.0,1.0
500,-0.00680259660836292,-0.00954087728281272,0.061210210721798386,-0.11113499738272191,-0.081,-0.11529814271749755,-2.485054088270274,0.013279772366346707,54303.0,0.026238198883518415,-0.012236918090314457,-0.0014954933176068556,0.9967780110352661,0.42326070175152025,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,distinct_2,0.9179815770115313,0.9247841736198942,0.9926441251889774,0.00680259660836291,0.007355874811022577,performance degradation under noise for higher-is-better metrics,higher_is_better,1.0,1.0
500,0.00680259660836292,0.009540877282812766,0.06121021072179839,0.1111349973827219,0.081,0.11531443466927338,2.485054088270274,0.013279772366346707,54302.0,0.026217015527304193,0.0014954933176068556,0.012236918090314457,0.9967780110352675,0.4232607017519474,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,repetition_2gram_rate,0.08201842298846873,0.0752158263801058,1.0904410273176524,-0.0068025966083629374,-0.09044102731765226,performance degradation under noise for higher-is-better metrics,lower_is_better,1.0,1.0
500,0.012975805061158759,0.005927889939517872,0.2531796859860618,0.05125136722806865,0.0398,0.06468937875751503,1.1460154106176648,0.2523380485600299,58340.0,0.21054169125262112,-0.009239374709955351,0.03498518575834952,0.9950276785483062,0.10812577954363717,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,novel_2gram_ratio,0.5089709928756437,0.49599518781448493,1.0261611511158695,-0.012975805061158807,-0.026161151115869485,performance degradation under noise for higher-is-better metrics,higher_is_better,1.0,1.0
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@1,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.6666666666666666,0.6666666666666667,1.111334915764742e-16,5998791698251591.0,1.0,1.0,1.3413706020151963e+17,0.0,0.0,9.505397766554096e-111,0.6666666666666666,0.6666666666666666,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@1,1.0,0.33333333333333326,3.000000000000001,-0.6666666666666667,-2.000000000000001,performance degradation under noise for higher-is-better metrics,higher_is_better,0.0,3.887707686520625e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@3,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@3,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@10,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@10,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.688,-1.0,0.463773837494839,-1.4834816981405428,-0.688,-1.0,-33.17165920419077,2.6610740970153624e-128,0.0,8.585320548979899e-77,-0.728,-0.646,0.5829600234027557,7.176846751207866e-33,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@1,0.312,1.0,0.312,0.688,0.688,performance degradation under noise for higher-is-better metrics,higher_is_better,8.967819706941771e-126,2.8417411017123466e-74
500,-0.021333333333333288,-0.3333333333333333,0.46377383749483914,-0.04599943250048184,-0.376,0.052455089820359284,-1.0285785799749052,0.30417605713926255,59340.0,0.28704297609276297,-0.061333333333333295,0.020666666666666708,0.5829600234027557,7.176846751207866e-33,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@1,0.312,0.33333333333333326,0.9360000000000002,0.02133333333333326,0.0639999999999998,performance degradation under noise for higher-is-better metrics,higher_is_better,1.0,1.0
500,-0.6666666666666666,-0.6666666666666667,1.111334915764742e-16,-5998791698251591.0,-1.0,-1.0,-1.3413706020151963e+17,0.0,0.0,9.505397766554096e-111,-0.6666666666666666,-0.6666666666666666,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@3,0.33333333333333326,1.0,0.33333333333333326,0.6666666666666667,0.6666666666666667,performance degradation under noise for higher-is-better metrics,higher_is_better,0.0,3.887707686520625e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@3,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.6666666666666666,-0.6666666666666667,1.111334915764742e-16,-5998791698251591.0,-1.0,-1.0,-1.3413706020151963e+17,0.0,0.0,9.505397766554096e-111,-0.6666666666666666,-0.6666666666666666,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@5,0.33333333333333326,1.0,0.33333333333333326,0.6666666666666667,0.6666666666666667,performance degradation under noise for higher-is-better metrics,higher_is_better,0.0,3.887707686520625e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.6666666666666666,-0.6666666666666667,1.111334915764742e-16,-5998791698251591.0,-1.0,-1.0,-1.3413706020151963e+17,0.0,0.0,9.505397766554096e-111,-0.6666666666666666,-0.6666666666666666,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@10,0.33333333333333326,1.0,0.33333333333333326,0.6666666666666667,0.6666666666666667,performance degradation under noise for higher-is-better metrics,higher_is_better,0.0,3.887707686520625e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@10,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.40300000000000014,-0.5,0.280323913225371,-1.4376226250666018,-0.688,-1.0,-32.14621915640615,1.1614498448728184e-123,0.0,6.950454748844983e-62,-0.4273333333333334,-0.37833333333333335,0.7274693917071701,8.819239040176296e-28,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_mrr,0.597,1.0,0.597,0.403,0.403,performance degradation under noise for higher-is-better metrics,higher_is_better,3.7630974973879315e-121,2.0086814224162e-59
500,-0.688,-1.0,0.463773837494839,-1.4834816981405428,-0.688,-1.0,-33.17165920419077,2.6610740970153624e-128,0.0,8.585320548979899e-77,-0.728,-0.646,0.5829600234027557,7.176846751207866e-33,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_hit@1,0.312,1.0,0.312,0.688,0.688,performance degradation under noise for higher-is-better metrics,higher_is_better,8.967819706941771e-126,2.8417411017123466e-74
500,-0.688,-1.0,0.463773837494839,-1.4834816981405428,-0.688,-1.0,-33.17165920419077,2.6610740970153624e-128,0.0,8.585320548979899e-77,-0.728,-0.646,0.5829600234027557,7.176846751207866e-33,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_ndcg@1,0.312,1.0,0.312,0.688,0.688,performance degradation under noise for higher-is-better metrics,higher_is_better,8.967819706941771e-126,2.8417411017123466e-74
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_hit@3,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
500,-0.30026946230713314,-0.36907024642854247,0.20957381325680624,-1.4327623172041577,-0.688,-1.0,-32.03753936868613,3.6295139757484304e-123,0.0,6.950454748844983e-62,-0.31843644575713276,-0.28174574329284735,0.7330017146868434,1.5114428000268303e-27,shapiro,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_ndcg@3,0.6997305376928669,1.0,0.6997305376928669,0.30026946230713314,0.30026946230713314,performance degradation under noise for higher-is-better metrics,higher_is_better,1.1614444722394978e-120,2.0086814224162e-59
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noisy_minus_clean_test,bart_base_noiseaware,BART-base,noiseaware,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_hit@5,1.0,1.0,1.0,0.0,0.0,performance degradation under noise for higher-is-better metrics,higher_is_better,,
