n_pairs,mean_diff,median_diff,std_diff,cohen_dz,cliffs_delta,rank_biserial,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,bootstrap_ci95_low,bootstrap_ci95_high,normality_stat,normality_p,normality_test,comparison,architecture,test_file,condition,metric,mean_noiseaware,mean_clean_matched,positive_means,metric_direction,paired_t_p_holm,wilcoxon_p_holm
500,-0.009223095980343569,-0.008926056699336077,0.055657048380909444,-0.1657129914116524,-0.080128,-0.20233852916696968,-3.705455135512936,0.00023461036941049864,49356.5,9.288675608989283e-05,-0.014139055310166774,-0.004433179232763779,0.9956623997775981,0.1818664853805762,shapiro,noiseaware_minus_clean_matched,BART-base,test_clean.jsonl,clean,rouge1,0.3153351386717712,0.3245582346521148,noise-aware higher; check metric_direction,higher_is_better,0.028857075437491334,0.011517957755146711
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@5,0.82418897519487,0.82418897519487,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_hit@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,context_ndcg@10,0.82418897519487,0.82418897519487,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_mrr,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_hit@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_additive.jsonl,easy_additive,retrieval_ndcg@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,-0.007170533255658633,-0.007784659162484289,0.04793189872477987,-0.14959835613504718,-0.071364,-0.17160425268207097,-3.3451209364018823,0.0008844104374874926,51464.5,0.0009062813105133622,-0.01135734580460434,-0.0030821264527935476,0.9949924047227343,0.1050028380571077,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,rouge1,0.2513705483416178,0.25854108159727646,noise-aware higher; check metric_direction,higher_is_better,0.0999971257392043,0.10150350677749656
500,-3.7499384023615412e-06,-0.0003303221359405341,0.023114921542248312,-0.0001622302024909576,-0.013736,-0.023698118288618845,-0.0036275776077333687,0.9971070679213402,58006.0,0.6504485529486733,-0.0020545320361023225,0.0019911725624382343,0.9704863370979165,1.717129463642196e-08,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,rouge2,0.05059790707416362,0.05060165701256598,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.0030175806026820364,-0.0017802662996048366,0.02932330934182658,-0.10290723217852422,-0.048272,-0.13094697215551374,-2.3010756652753397,0.02179867084102947,53558.0,0.011507913742180924,-0.005540742274789724,-0.0004874560518415289,0.9834280627515245,1.8109763513529458e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,rougeL,0.1621725608046047,0.16519014140728672,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.0030175806026820364,-0.0017802662996048366,0.02932330934182658,-0.10290723217852422,-0.048272,-0.13094697215551374,-2.3010756652753397,0.02179867084102947,53558.0,0.011507913742180924,-0.005540742274789724,-0.0004874560518415289,0.9834280627515245,1.8109763513529458e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,rougeLsum,0.1621725608046047,0.16519014140728672,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0001778920888900757,6.377696990966797e-05,0.008347732508720717,0.021310228700336914,0.001716,0.02316633266533066,0.4765111999002034,0.6339188143160517,60930.0,0.6538721034355526,-0.00056142518222332,0.0009050667762756344,0.9754057119238464,1.8930877129052707e-07,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,bertscore_f1,0.8224140088558197,0.8222361167669296,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,entity_f1_ref,0.0,0.0,noise-aware higher; check metric_direction,higher_is_better,,
0,,,,,,,,,,,,,,,,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,source_supported_entity_rate,,,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,unsupported_entity_rate,0.0,0.0,noise-aware higher; check metric_direction,lower_is_better,,
500,0.0016848739495798318,0.0,0.028799037269360183,0.05850452339156489,0.004004,0.5238095238095238,1.3082009129476562,0.19140744714688943,5.0,0.24886387493792206,-0.0004047619047619048,0.004560364145658261,0.06673280762213496,9.626264805348582e-44,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,number_f1_ref,0.005589635854341736,0.003904761904761905,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0029876623376623368,0.0,0.1889304590361073,0.015813555701420023,0.003988,0.08465608465608465,0.35360185514354536,0.7237866281217747,173.0,0.6934065255178403,-0.013548825757575756,0.020142943722943726,0.2635119883017739,2.2268417858642447e-40,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,unsupported_number_rate,0.02291190476190476,0.01992424242424242,noise-aware higher; check metric_direction,lower_is_better,1.0,1.0
500,0.006724711603640256,0.00844385499557912,0.1354361776005182,0.049652254831611,0.030916,0.0881582775676462,1.1102581703962457,0.26742251285008356,54845.0,0.09085946912441947,-0.0050297125607749035,0.018372454478901765,0.9795336925417403,1.7612189502360421e-06,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,source_token_support_rate,0.7214813112992352,0.714756599695595,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.005918802598329434,0.011657616262879533,0.13014768307941352,0.04547758714012526,0.032884,0.08856363990393977,1.0169097629799033,0.3096891488228929,56170.0,0.08744843770072955,-0.005455176482364119,0.01726070215636502,0.9723985811918184,4.237878253918153e-08,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,sentence_support_proxy,0.7384033904774465,0.7324845878791171,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.003616999620058333,0.0031587176218453306,0.08640619850138063,0.04186041838191202,0.023632,0.036683809385839955,0.9360274106853703,0.34971184154119034,59846.5,0.47813075299006547,-0.003789022564764134,0.011281089082335653,0.9895516894255137,0.001257467395371773,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,distinct_1,0.6339980168776822,0.6303810172576239,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.00011693445297978734,0.0003775294472968538,0.046906951258656446,-0.0024929024343317914,0.000896,-0.006553284443750976,-0.055742993044405914,0.9555688609557931,60486.5,0.8996716220395171,-0.004180811117541507,0.0039983002090363704,0.9928238820122319,0.017068107345298553,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,distinct_2,0.9179815770115313,0.918098511464511,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.00011693445297978678,-0.0003775294472968885,0.046906951258656446,0.0024929024343317793,-0.000896,0.0065614965796454,0.05574299304440565,0.9555688609557933,60486.0,0.8995465644778159,-0.003998300209036371,0.004180811117541506,0.9928238820122304,0.017068107345276515,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,repetition_2gram_rate,0.08201842298846873,0.08190148853548895,noise-aware higher; check metric_direction,lower_is_better,1.0,1.0
500,-0.01122908978901157,-0.015725108225108142,0.15244441148391805,-0.07366022591255286,-0.03626,-0.10284195130623096,-1.647092723784597,0.10016853811081855,55513.0,0.04697342182357933,-0.024487977541340904,0.0017444514728399542,0.984586286990982,3.80766300038867e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,novel_2gram_ratio,0.5089709928756437,0.5202000826646552,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_precision@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_recall@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@1,0.312,0.312,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@1,0.312,0.312,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@3,0.33333333333333326,0.33333333333333326,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@5,0.33333333333333326,0.33333333333333326,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_precision@10,0.33333333333333326,0.33333333333333326,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_recall@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_mrr,0.597,0.597,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_hit@1,0.312,0.312,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_ndcg@1,0.312,0.312,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_hit@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_ndcg@3,0.6997305376928669,0.6997305376928669,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_hit@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_ndcg@5,0.6997305376928669,0.6997305376928669,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_hit@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,context_ndcg@10,0.6997305376928669,0.6997305376928669,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_mrr,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_hit@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_ndcg@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_hit@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_ndcg@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_hit@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_ndcg@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_hit@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_easy_substitutive.jsonl,easy_substitutive,retrieval_ndcg@10,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.012041509385941836,0.00843881856540088,0.06767019171946655,0.1779440707935497,0.094268,0.19532237165093239,3.978950384874121,7.948466190708654e-05,49991.0,0.00015890611745215014,0.006188385717957599,0.018060372020480324,0.9952575102391371,0.13076200896288231,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,rouge1,0.28582493533422665,0.27378342594828486,noise-aware higher; check metric_direction,higher_is_better,0.010094552062199991,0.019227640211710167
500,0.008501993981346757,0.0056049735909914165,0.03611509794754743,0.2354138425346324,0.1161,0.2770519762224099,5.264013547518695,2.0976977729797207e-07,43661.0,1.0417471285707036e-07,0.005333470026891202,0.011726437642697072,0.9517993593000209,1.0647962557313125e-11,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,rouge2,0.06845450782032918,0.05995251383898243,noise-aware higher; check metric_direction,higher_is_better,2.8109150157928258e-05,1.3959411522847428e-05
500,0.007707975837749752,0.0062374508754744415,0.03521366491529988,0.21889161086441578,0.106628,0.2414000129811125,4.894565215972651,1.3322237694956804e-06,46751.0,3.1883342053919733e-06,0.004661681684919999,0.010765195963645478,0.9776694654784617,6.257892505305341e-07,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,rougeL,0.17568075750258397,0.1679727816648342,noise-aware higher; check metric_direction,higher_is_better,0.00017718576134292548,0.00042404844931713244
500,0.007707975837749752,0.0062374508754744415,0.03521366491529988,0.21889161086441578,0.106628,0.2414000129811125,4.894565215972651,1.3322237694956804e-06,46751.0,3.1883342053919733e-06,0.004661681684919999,0.010765195963645478,0.9776694654784617,6.257892505305341e-07,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,rougeLsum,0.17568075750258397,0.1679727816648342,noise-aware higher; check metric_direction,higher_is_better,0.00017718576134292548,0.00042404844931713244
500,0.004105810284614563,0.002829432487487793,0.012274126796961323,0.33450935879455224,0.149188,0.35009218436873746,7.47985665374486,3.3773755180766927e-13,40538.0,1.2345298789090292e-11,0.003018393361568451,0.005196597617864609,0.984451709699092,3.4881723558906536e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,bertscore_f1,0.8310120724439621,0.8269062621593475,noise-aware higher; check metric_direction,higher_is_better,4.559456949403535e-11,1.6666153365271894e-09
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,entity_f1_ref,0.0,0.0,noise-aware higher; check metric_direction,higher_is_better,,
0,,,,,,,,,,,,,,,,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,source_supported_entity_rate,,,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,unsupported_entity_rate,0.0,0.0,noise-aware higher; check metric_direction,lower_is_better,,
500,-0.004889567538404748,0.0,0.09349380449035309,-0.05229830538032351,-0.008176,-0.24216524216524216,-1.1694256593844639,0.24279046382031222,133.0,0.27985968636631664,-0.013474205639321918,0.0030392059942641273,0.21963360029575663,3.454912861308074e-41,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,number_f1_ref,0.016177953829116618,0.021067521367521366,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,0.005873809523809523,0.0,0.13574245967412393,0.04327171864949803,0.017924,0.3241106719367589,0.96758504403523,0.3337203690258184,85.5,0.18052390559505338,-0.005871547619047618,0.017907499999999996,0.1979971567083817,1.422625159452775e-41,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,unsupported_number_rate,0.015707142857142857,0.009833333333333335,noise-aware higher; check metric_direction,lower_is_better,1.0,1.0
500,-0.015498849546100842,-0.0011126229204032057,0.12530657947836238,-0.12368743613161305,-0.058952,-0.1124124352506739,-2.7657351515295043,0.005889968567068127,52519.0,0.03177195423051731,-0.02651879684645198,-0.004662832563285951,0.9849720881253371,4.9046548131346245e-05,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,source_token_support_rate,0.79566291657738,0.8111617661234807,noise-aware higher; check metric_direction,higher_is_better,0.5988668241839263,1.0
500,-0.009698885752584697,0.0,0.11840422335725995,-0.08191334293305012,-0.037896,-0.07579033826142345,-1.8316380306255207,0.06760131878157688,55136.5,0.14686439988645278,-0.020054372533801806,0.0007185386574815211,0.9864752728272299,0.00013530564556793505,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,sentence_support_proxy,0.8073318288755399,0.8170307146281245,noise-aware higher; check metric_direction,higher_is_better,1.0,1.0
500,-0.019898938751196735,-0.01109122565376891,0.0973502184413807,-0.2044056918390877,-0.141424,-0.22604984747192836,-4.570650219400741,6.13712827075714e-06,47697.0,1.2882788846032398e-05,-0.028510603564640975,-0.011392476386557935,0.997182506936544,0.5512895193962638,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,distinct_1,0.6591592741925478,0.6790582129437445,noise-aware higher; check metric_direction,higher_is_better,0.0007978266751984283,0.0016876453388302442
500,-0.008455857556641423,-0.007106782106782117,0.05162462890378187,-0.16379502838463933,-0.114548,-0.19279967684384153,-3.6625681784456114,0.0002763814557350554,47959.0,0.00022728517326710423,-0.013055365545995271,-0.003905419728085235,0.9943666144164731,0.06219395422209891,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,distinct_2,0.9304337291232725,0.9388895866799142,noise-aware higher; check metric_direction,higher_is_better,0.03371853759967676,0.02727422079205251
500,0.008455857556641423,0.007106782106782101,0.05162462890378187,0.16379502838463933,0.114548,0.19279967684384153,3.6625681784456114,0.0002763814557350554,47959.0,0.00022728517326710423,0.0039054197280852373,0.013055365545995273,0.9943666144164734,0.06219395422211145,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,repetition_2gram_rate,0.06956627087672736,0.06111041332008594,noise-aware higher; check metric_direction,lower_is_better,0.03371853759967676,0.02727422079205251
500,0.023820348760255558,0.012799145299145276,0.17199556873668176,0.13849396781101694,0.075624,0.135156319442761,3.0968192649910167,0.002066176626942964,53513.5,0.009034703523514572,0.008849697589687943,0.03894184211255408,0.9924589746911092,0.012620684940804849,shapiro,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,novel_2gram_ratio,0.4321424376653403,0.40832208890508476,noise-aware higher; check metric_direction,higher_is_better,0.22521325233678308,0.9396091664455155
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,retrieval_precision@1,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,retrieval_recall@1,0.33333333333333326,0.33333333333333326,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,retrieval_precision@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,retrieval_recall@3,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,retrieval_precision@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,noiseaware_minus_clean_matched,BART-base,test_noisy_hard_additive.jsonl,hard_additive,retrieval_recall@5,1.0,1.0,noise-aware higher; check metric_direction,higher_is_better,,
